Type,Total Pct.,Calculation Pct.,EDER,DOR,gid,Case,Number of CPU Cores,Memory Constraints,Isolation Level,Lower Bound,Upper Bound
ICRB,0.6394,0.4663,0.7004,0.4,3,9,4,0.75,3,251.16932260152564,324.57161182921607
STO,0.6582,0.4506,0.8442,0.0667,3,9,4,0.75,3,251.16932260152564,324.57161182921607
Rand,0.6412,0.4359,0.988,0.7333,3,9,4,0.75,3,251.16932260152564,324.57161182921607
CPF,0.7333,0.5019,0.7231,0.3,3,9,4,0.75,3,244.58366634021175,312.7357318919318
ICRB,0.7004,0.4925,0.806,0.3667,3,9,4,0.75,3,244.58366634021175,312.7357318919318
STO,0.7358,0.4863,0.8619,0.0667,3,9,4,0.75,3,244.58366634021175,312.7357318919318
Rand,0.7266,0.474,0.9772,0.7667,3,9,4,0.75,3,244.58366634021175,312.7357318919318
CPF,0.7019,0.483,0.7939,0.3704,3,10,4,0.9,1.5,254.17637718721565,328.839951034807
ICRB,0.6917,0.4929,0.7094,0.4815,3,10,4,0.9,1.5,254.17637718721565,328.839951034807
STO,0.6916,0.4662,0.945,0.1481,3,10,4,0.9,1.5,254.17637718721565,328.839951034807
Rand,0.7037,0.474,0.8733,0.7778,3,10,4,0.9,1.5,254.17637718721565,328.839951034807
CPF,0.8037,0.5527,0.7772,0.4815,3,10,4,0.9,1.5,220.26339349011067,281.44849225225556
ICRB,0.7973,0.5678,0.6613,0.5556,3,10,4,0.9,1.5,220.26339349011067,281.44849225225556
STO,0.8056,0.5387,0.8915,0.1852,3,10,4,0.9,1.5,220.26339349011067,281.44849225225556
Rand,0.8022,0.5373,0.9028,0.9259,3,10,4,0.9,1.5,220.26339349011067,281.44849225225556
CPF,0.7725,0.5263,0.8114,0.3704,3,10,4,0.9,1.5,206.32600720592126,280.9991926816691
ICRB,0.765,0.5294,0.7901,0.5185,3,10,4,0.9,1.5,206.32600720592126,280.9991926816691
STO,0.7722,0.508,0.9401,0.0741,3,10,4,0.9,1.5,206.32600720592126,280.9991926816691
Rand,0.7641,0.4999,1.0,0.8148,3,10,4,0.9,1.5,206.32600720592126,280.9991926816691
CPF,0.7607,0.5511,0.6526,0.2188,3,11,4,0.9,5,226.18511449535708,303.9702221215531
ICRB,0.7727,0.569,0.5407,0.2812,3,11,4,0.9,5,226.18511449535708,303.9702221215531
STO,0.7744,0.5266,0.8185,0.0312,3,11,4,0.9,5,226.18511449535708,303.9702221215531
Rand,0.7579,0.5096,0.9427,0.625,3,11,4,0.9,5,226.18511449535708,303.9702221215531
CPF,0.684,0.4828,0.811,0.2188,3,11,4,0.9,5,239.35593254565256,309.24739392003994
ICRB,0.662,0.489,0.757,0.375,3,11,4,0.9,5,239.35593254565256,309.24739392003994
STO,0.6884,0.4714,0.9139,0.0312,3,11,4,0.9,5,239.35593254565256,309.24739392003994
Rand,0.6838,0.4671,0.9535,0.6562,3,11,4,0.9,5,239.35593254565256,309.24739392003994
CPF,0.6725,0.463,0.651,0.3438,3,11,4,0.9,5,249.38825278259625,331.0563008666945
ICRB,0.6737,0.4712,0.5863,0.3438,3,11,4,0.9,5,249.38825278259625,331.0563008666945
STO,0.6637,0.4401,0.8432,0.0938,3,11,4,0.9,5,249.38825278259625,331.0563008666945
Rand,0.6624,0.4393,0.8503,0.6562,3,11,4,0.9,5,249.38825278259625,331.0563008666945
CPF,0.6361,0.4546,0.6226,0.2647,3,12,4,0.9,7.5,259.7441424303285,352.55425556214516
ICRB,0.6294,0.4554,0.6166,0.2941,3,12,4,0.9,7.5,259.7441424303285,352.55425556214516
STO,0.6533,0.4389,0.7451,0.0882,3,12,4,0.9,7.5,259.7441424303285,352.55425556214516
Rand,0.6297,0.4149,0.9493,0.5588,3,12,4,0.9,7.5,259.7441424303285,352.55425556214516
CPF,0.7405,0.5411,0.5339,0.3235,3,12,4,0.9,7.5,227.5984785216577,306.3776993963152
ICRB,0.7315,0.5303,0.6037,0.3235,3,12,4,0.9,7.5,227.5984785216577,306.3776993963152
STO,0.748,0.5094,0.747,0.1176,3,12,4,0.9,7.5,227.5984785216577,306.3776993963152
Rand,0.7243,0.483,0.9456,0.7059,3,12,4,0.9,7.5,227.5984785216577,306.3776993963152
CPF,0.7028,0.5127,0.7166,0.3235,3,12,4,0.9,7.5,223.72892694659296,301.89414326111813
ICRB,0.7145,0.5325,0.5837,0.2353,3,12,4,0.9,7.5,223.72892694659296,301.89414326111813
STO,0.7302,0.5008,0.8017,0.0588,3,12,4,0.9,7.5,223.72892694659296,301.89414326111813
Rand,0.7185,0.4882,0.8964,0.6471,3,12,4,0.9,7.5,223.72892694659296,301.89414326111813
CPF,0.7767,0.5482,0.5858,0.4,3,13,4,0.9,10.5,205.4296904206825,276.7418234065982
ICRB,0.7702,0.5541,0.5487,0.3714,3,13,4,0.9,10.5,205.4296904206825,276.7418234065982
STO,0.7681,0.5181,0.7874,0.0857,3,13,4,0.9,10.5,205.4296904206825,276.7418234065982
Rand,0.7513,0.5082,0.8587,0.6571,3,13,4,0.9,10.5,205.4296904206825,276.7418234065982
CPF,0.6579,0.4881,0.585,0.3429,3,13,4,0.9,10.5,252.66983399223494,349.49286815598043
ICRB,0.6699,0.4807,0.6346,0.2571,3,13,4,0.9,10.5,252.66983399223494,349.49286815598043
STO,0.6696,0.4721,0.6932,0.1429,3,13,4,0.9,10.5,252.66983399223494,349.49286815598043
Rand,0.6705,0.4612,0.7716,0.6286,3,13,4,0.9,10.5,252.66983399223494,349.49286815598043
CPF,0.7565,0.5589,0.703,0.1429,3,13,4,0.9,10.5,223.83317968993697,287.8962270290686
ICRB,0.7701,0.5671,0.6421,0.3143,3,13,4,0.9,10.5,223.83317968993697,287.8962270290686
STO,0.7688,0.5473,0.7917,0.0571,3,13,4,0.9,10.5,223.83317968993697,287.8962270290686
Rand,0.7762,0.5357,0.8849,0.5714,3,13,4,0.9,10.5,223.83317968993697,287.8962270290686
CPF,0.7475,0.5365,0.6958,0.2143,4,0,2,0.9,3,205.1006126257108,272.5711864477622
ICRB,0.7372,0.5545,0.575,0.6429,4,0,2,0.9,3,205.1006126257108,272.5711864477622
STO,0.7583,0.5219,0.8004,0.0714,4,0,2,0.9,3,205.1006126257108,272.5711864477622
Rand,0.7528,0.5108,0.8839,0.7857,4,0,2,0.9,3,205.1006126257108,272.5711864477622
CPF,0.6716,0.4284,0.8012,0.5,4,0,2,0.9,3,194.170392864317,274.8415137571146
ICRB,0.6606,0.4414,0.7066,0.7143,4,0,2,0.9,3,194.170392864317,274.8415137571146
STO,0.688,0.4323,0.7724,0.1429,4,0,2,0.9,3,194.170392864317,274.8415137571146
Rand,0.6585,0.4074,0.9664,0.8571,4,0,2,0.9,3,194.170392864317,274.8415137571146
CPF,0.7628,0.5662,0.6751,0.4286,4,0,2,0.9,3,205.24668979457175,269.26646200415206
ICRB,0.7765,0.5944,0.4914,0.6429,4,0,2,0.9,3,205.24668979457175,269.26646200415206
STO,0.7632,0.5454,0.8232,0.1429,4,0,2,0.9,3,205.24668979457175,269.26646200415206
Rand,0.7646,0.55,0.79,0.5714,4,0,2,0.9,3,205.24668979457175,269.26646200415206
CPF,0.6159,0.4394,0.632,0.6429,4,1,3,0.9,3,154.0643372292937,214.91475721605866
ICRB,0.6004,0.4328,0.6806,0.5,4,1,3,0.9,3,154.0643372292937,214.91475721605866
STO,0.6092,0.4133,0.832,0.2143,4,1,3,0.9,3,154.0643372292937,214.91475721605866
Rand,0.6013,0.4085,0.8718,0.7857,4,1,3,0.9,3,154.0643372292937,214.91475721605866
CPF,0.4798,0.3533,0.5275,0.4286,4,1,3,0.9,3,230.86513376467818,307.09887522158743
ICRB,0.4752,0.3466,0.5965,0.5,4,1,3,0.9,3,230.86513376467818,307.09887522158743
STO,0.4816,0.3424,0.6411,0.0714,4,1,3,0.9,3,230.86513376467818,307.09887522158743
Rand,0.4665,0.3254,0.8319,0.7143,4,1,3,0.9,3,230.86513376467818,307.09887522158743
CPF,0.6044,0.4257,0.6557,0.4286,4,1,3,0.9,3,164.706618576641,228.68059704052118
ICRB,0.5799,0.4246,0.6644,0.6429,4,1,3,0.9,3,164.706618576641,228.68059704052118
STO,0.6085,0.4032,0.8359,0.0714,4,1,3,0.9,3,164.706618576641,228.68059704052118
Rand,0.5995,0.4049,0.8218,0.5714,4,1,3,0.9,3,164.706618576641,228.68059704052118
CPF,0.3739,0.2721,0.6577,0.6429,4,2,4,0.9,3,205.5705684970419,275.01949375628715
ICRB,0.3688,0.2685,0.7064,0.6429,4,2,4,0.9,3,205.5705684970419,275.01949375628715
STO,0.383,0.2631,0.7807,0.1429,4,2,4,0.9,3,205.5705684970419,275.01949375628715
Rand,0.3708,0.2603,0.8209,0.7857,4,2,4,0.9,3,205.5705684970419,275.01949375628715
CPF,0.3737,0.2718,0.6221,0.4286,4,2,4,0.9,3,194.35863817545797,262.4432114907875
ICRB,0.3733,0.2691,0.6572,0.5,4,2,4,0.9,3,194.35863817545797,262.4432114907875
STO,0.3803,0.2694,0.6528,0.0714,4,2,4,0.9,3,194.35863817545797,262.4432114907875
Rand,0.3765,0.2554,0.845,0.7857,4,2,4,0.9,3,194.35863817545797,262.4432114907875
CPF,0.3803,0.2749,0.748,0.5,4,2,4,0.9,3,195.47631227908022,265.31593367993185
ICRB,0.3937,0.2896,0.5671,0.3571,4,2,4,0.9,3,195.47631227908022,265.31593367993185
STO,0.3874,0.2684,0.833,0.1429,4,2,4,0.9,3,195.47631227908022,265.31593367993185
Rand,0.3845,0.2654,0.8745,0.7857,4,2,4,0.9,3,195.47631227908022,265.31593367993185
CPF,0.3827,0.2682,0.6055,0.4286,4,3,5,0.9,3,158.19336732705025,214.8688627328964
ICRB,0.3636,0.2642,0.6567,0.5714,4,3,5,0.9,3,158.19336732705025,214.8688627328964
STO,0.3765,0.2551,0.7803,0.1429,4,3,5,0.9,3,158.19336732705025,214.8688627328964
Rand,0.3674,0.2506,0.8445,0.7143,4,3,5,0.9,3,158.19336732705025,214.8688627328964
CPF,0.3962,0.2834,0.6268,0.4286,4,3,5,0.9,3,150.34981148164036,205.19977998445634
ICRB,0.3995,0.29,0.5506,0.4286,4,3,5,0.9,3,150.34981148164036,205.19977998445634
STO,0.3986,0.2724,0.7633,0.2857,4,3,5,0.9,3,150.34981148164036,205.19977998445634
Rand,0.3914,0.2618,0.9047,0.8571,4,3,5,0.9,3,150.34981148164036,205.19977998445634
CPF,0.3046,0.2107,0.7355,0.5,4,3,5,0.9,3,189.20956832732855,259.1533753337703
ICRB,0.3061,0.2262,0.4992,0.7857,4,3,5,0.9,3,189.20956832732855,259.1533753337703
STO,0.3097,0.2183,0.6143,0.0,4,3,5,0.9,3,189.20956832732855,259.1533753337703
Rand,0.3027,0.2041,0.8456,0.8571,4,3,5,0.9,3,189.20956832732855,259.1533753337703
CPF,0.2381,0.1749,0.6402,0.5714,4,4,6,0.9,3,224.51842136255217,300.54894378763885
ICRB,0.233,0.1706,0.7305,0.5,4,4,6,0.9,3,224.51842136255217,300.54894378763885
STO,0.2406,0.1668,0.8133,0.0714,4,4,6,0.9,3,224.51842136255217,300.54894378763885
Rand,0.243,0.1724,0.6918,0.9286,4,4,6,0.9,3,224.51842136255217,300.54894378763885
CPF,0.265,0.1876,0.7322,0.5714,4,4,6,0.9,3,195.8870777038682,264.53968850872417
ICRB,0.2577,0.1824,0.8342,0.6429,4,4,6,0.9,3,195.8870777038682,264.53968850872417
STO,0.2703,0.1808,0.8666,0.1429,4,4,6,0.9,3,195.8870777038682,264.53968850872417
Rand,0.267,0.1809,0.866,0.7857,4,4,6,0.9,3,195.8870777038682,264.53968850872417
CPF,0.2548,0.1821,0.7832,0.4286,4,4,6,0.9,3,191.0870771471891,255.08312232506856
ICRB,0.2538,0.1855,0.7131,0.7143,4,4,6,0.9,3,191.0870771471891,255.08312232506856
STO,0.2601,0.1801,0.8249,0.1429,4,4,6,0.9,3,191.0870771471891,255.08312232506856
Rand,0.2659,0.1844,0.7351,0.7857,4,4,6,0.9,3,191.0870771471891,255.08312232506856
CPF,0.4634,0.3144,0.7795,0.5,4,5,4,1.0,3,154.38855393942404,218.17879079636637
ICRB,0.4405,0.3053,0.8747,0.6429,4,5,4,1.0,3,154.38855393942404,218.17879079636637
STO,0.4756,0.316,0.7637,0.1429,4,5,4,1.0,3,154.38855393942404,218.17879079636637
Rand,0.4602,0.3012,0.9195,0.5714,4,5,4,1.0,3,154.38855393942404,218.17879079636637
CPF,0.4825,0.3315,0.5857,0.2857,4,5,4,1.0,3,153.6112262934506,214.50943614836737
ICRB,0.4631,0.3219,0.6784,0.5,4,5,4,1.0,3,153.6112262934506,214.50943614836737
STO,0.4761,0.3136,0.7629,0.1429,4,5,4,1.0,3,153.6112262934506,214.50943614836737
Rand,0.4608,0.298,0.9342,0.7143,4,5,4,1.0,3,153.6112262934506,214.50943614836737
CPF,0.4421,0.3046,0.6255,0.3571,4,5,4,1.0,3,155.82925722295886,220.3769504331858
ICRB,0.4452,0.3022,0.6496,0.4286,4,5,4,1.0,3,155.82925722295886,220.3769504331858
STO,0.4416,0.2863,0.8195,0.2143,4,5,4,1.0,3,155.82925722295886,220.3769504331858
Rand,0.4421,0.2813,0.8774,0.7143,4,5,4,1.0,3,155.82925722295886,220.3769504331858
CPF,0.4196,0.303,0.7028,0.5,4,6,4,0.95,3,190.54593891496455,255.2909019075673
ICRB,0.4262,0.3085,0.6374,0.5714,4,6,4,0.95,3,190.54593891496455,255.2909019075673
STO,0.4379,0.3046,0.6833,0.2143,4,6,4,0.95,3,190.54593891496455,255.2909019075673
Rand,0.4348,0.3061,0.666,0.4286,4,6,4,0.95,3,190.54593891496455,255.2909019075673
CPF,0.4659,0.3288,0.6714,0.3571,4,6,4,0.95,3,164.92750399983547,223.7936134316911
ICRB,0.4536,0.3286,0.673,0.6429,4,6,4,0.95,3,164.92750399983547,223.7936134316911
STO,0.4691,0.3286,0.6734,0.1429,4,6,4,0.95,3,164.92750399983547,223.7936134316911
Rand,0.4659,0.315,0.8231,0.7143,4,6,4,0.95,3,164.92750399983547,223.7936134316911
CPF,0.4661,0.3293,0.7317,0.5,4,6,4,0.95,3,149.35576636324672,209.7879053813559
ICRB,0.468,0.3385,0.6451,0.5714,4,6,4,0.95,3,149.35576636324672,209.7879053813559
STO,0.4826,0.3186,0.8399,0.2857,4,6,4,0.95,3,149.35576636324672,209.7879053813559
Rand,0.4832,0.3138,0.8897,0.6429,4,6,4,0.95,3,149.35576636324672,209.7879053813559
CPF,0.3891,0.272,0.661,0.5,4,7,4,0.85,3,185.8619589418516,254.78766006764988
ICRB,0.3942,0.2779,0.5901,0.4286,4,7,4,0.85,3,185.8619589418516,254.78766006764988
STO,0.3942,0.2598,0.8179,0.2143,4,7,4,0.85,3,185.8619589418516,254.78766006764988
Rand,0.3924,0.2536,0.9049,0.7857,4,7,4,0.85,3,185.8619589418516,254.78766006764988
CPF,0.3516,0.2452,0.6679,0.5714,4,7,4,0.85,3,187.88966490776542,259.0200328683191
ICRB,0.3557,0.2482,0.6275,0.6429,4,7,4,0.85,3,187.88966490776542,259.0200328683191
STO,0.3689,0.2459,0.6587,0.1429,4,7,4,0.85,3,187.88966490776542,259.0200328683191
Rand,0.3636,0.2348,0.8144,0.6429,4,7,4,0.85,3,187.88966490776542,259.0200328683191
CPF,0.3902,0.2807,0.7201,0.5,4,7,4,0.85,3,183.7046458097171,246.85059787380152
ICRB,0.3915,0.2868,0.6428,0.5714,4,7,4,0.85,3,183.7046458097171,246.85059787380152
STO,0.398,0.273,0.8219,0.2143,4,7,4,0.85,3,183.7046458097171,246.85059787380152
Rand,0.39,0.2637,0.9537,0.8571,4,7,4,0.85,3,183.7046458097171,246.85059787380152
CPF,0.3521,0.2517,0.7231,0.4286,4,8,4,0.8,3,226.35283453866415,297.98231991201385
ICRB,0.3443,0.2542,0.6848,0.6429,4,8,4,0.8,3,226.35283453866415,297.98231991201385
STO,0.3491,0.2489,0.767,0.2143,4,8,4,0.8,3,226.35283453866415,297.98231991201385
Rand,0.3499,0.2401,0.9114,0.6429,4,8,4,0.8,3,226.35283453866415,297.98231991201385
CPF,0.3447,0.2555,0.5332,0.5,4,8,4,0.8,3,231.86694716942876,309.51651225894034
ICRB,0.3394,0.2461,0.6687,0.6429,4,8,4,0.8,3,231.86694716942876,309.51651225894034
STO,0.3488,0.2412,0.742,0.0714,4,8,4,0.8,3,231.86694716942876,309.51651225894034
Rand,0.3434,0.228,0.9589,0.8571,4,8,4,0.8,3,231.86694716942876,309.51651225894034
CPF,0.3617,0.2703,0.6219,0.5714,4,8,4,0.8,3,218.8787146367586,292.3216825777251
ICRB,0.3624,0.2714,0.6072,0.6429,4,8,4,0.8,3,218.8787146367586,292.3216825777251
STO,0.37,0.2625,0.7298,0.1429,4,8,4,0.8,3,218.8787146367586,292.3216825777251
Rand,0.3638,0.2489,0.9315,0.5,4,8,4,0.8,3,218.8787146367586,292.3216825777251
CPF,0.3496,0.2455,0.7225,0.4286,4,9,4,0.75,3,203.71940270343526,273.75988712290285
ICRB,0.3586,0.2564,0.5688,0.6429,4,9,4,0.75,3,203.71940270343526,273.75988712290285
STO,0.3569,0.2469,0.7014,0.1429,4,9,4,0.75,3,203.71940270343526,273.75988712290285
Rand,0.3555,0.2391,0.8192,0.5714,4,9,4,0.75,3,203.71940270343526,273.75988712290285
CPF,0.3534,0.239,0.6374,0.5,4,9,4,0.75,3,207.85132794283646,286.61166066666425
ICRB,0.3483,0.2452,0.5546,0.6429,4,9,4,0.75,3,207.85132794283646,286.61166066666425
STO,0.3541,0.236,0.6788,0.0714,4,9,4,0.75,3,207.85132794283646,286.61166066666425
Rand,0.347,0.2255,0.8331,0.6429,4,9,4,0.75,3,207.85132794283646,286.61166066666425
CPF,0.3413,0.2403,0.7265,0.5714,4,9,4,0.75,3,216.40699698028237,286.7015268233654
ICRB,0.3332,0.2365,0.7875,0.6429,4,9,4,0.75,3,216.40699698028237,286.7015268233654
STO,0.3526,0.2406,0.7213,0.1429,4,9,4,0.75,3,216.40699698028237,286.7015268233654
Rand,0.3419,0.2311,0.879,0.9286,4,9,4,0.75,3,216.40699698028237,286.7015268233654
CPF,0.4662,0.3354,0.5951,0.6667,4,10,4,0.9,1.5,170.90522017633577,233.56243426810448
ICRB,0.4614,0.3292,0.6569,0.5,4,10,4,0.9,1.5,170.90522017633577,233.56243426810448
STO,0.4597,0.3087,0.8825,0.0,4,10,4,0.9,1.5,170.90522017633577,233.56243426810448
Rand,0.4458,0.305,0.9264,0.75,4,10,4,0.9,1.5,170.90522017633577,233.56243426810448
CPF,0.4488,0.3225,0.7011,0.5833,4,10,4,0.9,1.5,160.36715644656107,218.21211439047676
ICRB,0.45,0.3274,0.6488,0.5,4,10,4,0.9,1.5,160.36715644656107,218.21211439047676
STO,0.4502,0.3058,0.8909,0.0833,4,10,4,0.9,1.5,160.36715644656107,218.21211439047676
Rand,0.4458,0.3032,0.9215,0.75,4,10,4,0.9,1.5,160.36715644656107,218.21211439047676
CPF,0.4394,0.3121,0.8023,0.5833,4,10,4,0.9,1.5,172.1932920537527,234.11287489721104
ICRB,0.4546,0.3287,0.6204,0.4167,4,10,4,0.9,1.5,172.1932920537527,234.11287489721104
STO,0.4659,0.3209,0.7032,0.0833,4,10,4,0.9,1.5,172.1932920537527,234.11287489721104
Rand,0.4516,0.307,0.861,0.8333,4,10,4,0.9,1.5,172.1932920537527,234.11287489721104
CPF,0.3969,0.2828,0.7031,0.5333,4,11,4,0.9,5,180.1802896742398,246.62238501653312
ICRB,0.3931,0.2816,0.718,0.6667,4,11,4,0.9,5,180.1802896742398,246.62238501653312
STO,0.4251,0.3084,0.4202,0.0667,4,11,4,0.9,5,180.1802896742398,246.62238501653312
Rand,0.4054,0.2698,0.8677,0.4667,4,11,4,0.9,5,180.1802896742398,246.62238501653312
CPF,0.396,0.2995,0.5323,0.4,4,11,4,0.9,5,210.3281720774396,273.26441559035527
ICRB,0.3857,0.2956,0.5837,0.6,4,11,4,0.9,5,210.3281720774396,273.26441559035527
STO,0.3981,0.2928,0.6218,0.2667,4,11,4,0.9,5,210.3281720774396,273.26441559035527
Rand,0.3994,0.3027,0.4917,0.6,4,11,4,0.9,5,210.3281720774396,273.26441559035527
CPF,0.4144,0.2953,0.8075,0.4,4,11,4,0.9,5,165.23024097108066,225.84161905689237
ICRB,0.4209,0.3192,0.5432,0.4667,4,11,4,0.9,5,165.23024097108066,225.84161905689237
STO,0.4383,0.302,0.729,0.1333,4,11,4,0.9,5,165.23024097108066,225.84161905689237
Rand,0.4351,0.2886,0.89,0.6,4,11,4,0.9,5,165.23024097108066,225.84161905689237
CPF,0.4785,0.3395,0.4561,0.2667,4,12,4,0.9,7.5,154.6271599206421,214.63123516917136
ICRB,0.4445,0.316,0.6813,0.4,4,12,4,0.9,7.5,154.6271599206421,214.63123516917136
STO,0.4768,0.3425,0.4295,0.0667,4,12,4,0.9,7.5,154.6271599206421,214.63123516917136
Rand,0.4494,0.2996,0.8598,0.5333,4,12,4,0.9,7.5,154.6271599206421,214.63123516917136
CPF,0.3932,0.2742,0.6779,0.5333,4,12,4,0.9,7.5,179.37058883652708,234.89914802020857
ICRB,0.3826,0.2796,0.6026,0.6,4,12,4,0.9,7.5,179.37058883652708,234.89914802020857
STO,0.4057,0.2724,0.7033,0.2,4,12,4,0.9,7.5,179.37058883652708,234.89914802020857
Rand,0.3998,0.262,0.86,0.4,4,12,4,0.9,7.5,179.37058883652708,234.89914802020857
CPF,0.4254,0.3155,0.6424,0.4,4,12,4,0.9,7.5,183.0913102756798,250.2726708970625
ICRB,0.4181,0.307,0.7355,0.4,4,12,4,0.9,7.5,183.0913102756798,250.2726708970625
STO,0.4633,0.3411,0.3899,0.1333,4,12,4,0.9,7.5,183.0913102756798,250.2726708970625
Rand,0.4376,0.3123,0.6769,0.3333,4,12,4,0.9,7.5,183.0913102756798,250.2726708970625
CPF,0.4242,0.3202,0.4559,0.25,4,13,4,0.9,10.5,183.11794529698986,248.68071820936527
ICRB,0.4096,0.298,0.6972,0.375,4,13,4,0.9,10.5,183.11794529698986,248.68071820936527
STO,0.4335,0.3304,0.3553,0.0,4,13,4,0.9,10.5,183.11794529698986,248.68071820936527
Rand,0.4229,0.3006,0.6671,0.4375,4,13,4,0.9,10.5,183.11794529698986,248.68071820936527
CPF,0.3825,0.2817,0.5391,0.4375,4,13,4,0.9,10.5,216.64568563057708,290.0075510494595
ICRB,0.3742,0.2731,0.6497,0.5,4,13,4,0.9,10.5,216.64568563057708,290.0075510494595
STO,0.3902,0.2768,0.6015,0.1875,4,13,4,0.9,10.5,216.64568563057708,290.0075510494595
Rand,0.3824,0.2799,0.5612,0.5,4,13,4,0.9,10.5,216.64568563057708,290.0075510494595
CPF,0.3903,0.2987,0.5184,0.4375,4,13,4,0.9,10.5,200.05496735452107,270.87875038056563
ICRB,0.3903,0.2987,0.5184,0.4375,4,13,4,0.9,10.5,200.05496735452107,270.87875038056563
STO,0.4042,0.2919,0.5955,0.125,4,13,4,0.9,10.5,200.05496735452107,270.87875038056563
Rand,0.4009,0.2855,0.6722,0.4375,4,13,4,0.9,10.5,200.05496735452107,270.87875038056563
