gid,core,Maximum memory
2.0,4.0,0.9674596923186868
2.0,5.0,0.985008062296236
2.0,6.0,1.0
2.0,1.0,0.7790603818865326
2.0,2.0,0.8746365669366676
2.0,3.0,0.9484433381372211
2.0,4.0,0.9821271096536514
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7715875311150054
2.0,2.0,0.8542198296521938
2.0,3.0,0.9327011217227776
2.0,4.0,0.9968240634763428
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8546726591064112
2.0,2.0,0.9439842390949384
2.0,3.0,0.9859187614210576
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8583888198586325
2.0,2.0,0.9240579710440155
2.0,3.0,0.964031458099987
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8116124745219692
2.0,2.0,0.8914274284748336
2.0,3.0,0.9452097050825248
2.0,4.0,0.9856517166915174
2.0,5.0,0.9946032246138408
2.0,6.0,1.0
2.0,1.0,0.8256586578322265
2.0,2.0,0.8825079897622359
2.0,3.0,0.9299171161063158
2.0,4.0,0.9755823481311284
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7956693070221773
2.0,2.0,0.8713705568768334
2.0,3.0,0.9231042415788466
2.0,4.0,0.9546497413432408
2.0,5.0,0.9781123395140352
2.0,6.0,1.0
2.0,1.0,0.8150135356976848
2.0,2.0,0.902956860712644
2.0,3.0,0.9377420811691356
2.0,4.0,0.9684945419468723
2.0,5.0,0.985402087991368
2.0,6.0,1.0
2.0,1.0,0.8246319549173269
2.0,2.0,0.913149857191514
2.0,3.0,0.9613512661236908
2.0,4.0,0.9960067438292896
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7679381695417201
2.0,2.0,0.8663668430015941
2.0,3.0,0.9433248482840391
2.0,4.0,0.9732061744409741
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.9190638285494348
2.0,2.0,0.9526785993303556
2.0,3.0,0.9821176885607104
2.0,4.0,0.9949079558106791
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.9499063480048824
2.0,2.0,0.976480915507126
2.0,3.0,1.0
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7641816532569696
2.0,2.0,0.8600572130933287
2.0,3.0,0.9153135808414858
2.0,4.0,0.9592706225034908
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7041032786890051
2.0,2.0,0.8106223152168069
2.0,3.0,0.8943485649704191
2.0,4.0,0.9593260639364691
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7304771059249676
2.0,2.0,0.828387518544647
2.0,3.0,0.8928780005564588
2.0,4.0,0.9529388454690804
2.0,5.0,0.9896483062563836
2.0,6.0,1.0
2.0,1.0,0.8016660620064056
2.0,2.0,0.8860655217943206
2.0,3.0,0.9683235319623114
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7533367812645282
2.0,2.0,0.8551522070937364
2.0,3.0,0.930707267365899
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8950878714592166
2.0,2.0,0.9619571165521392
2.0,3.0,0.9965263294459225
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8256193234381228
2.0,2.0,0.9059864264490606
2.0,3.0,0.953577628356916
2.0,4.0,0.9846170230815948
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7715338147690031
2.0,2.0,0.8530602873289164
2.0,3.0,0.9243523097649444
2.0,4.0,0.9600184801707896
2.0,5.0,0.9930335113738084
2.0,6.0,1.0
2.0,1.0,0.7903445148676326
2.0,2.0,0.8764895561955081
2.0,3.0,0.9330319680683432
2.0,4.0,0.9701064464680128
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8485112308368347
2.0,2.0,0.911545012895628
2.0,3.0,0.9673365730956912
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7650781565898681
2.0,2.0,0.8703780833288749
2.0,3.0,0.9642306451450052
2.0,4.0,0.9995400152494736
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.9237438212066836
2.0,2.0,0.9597888328189148
2.0,3.0,0.9794171043315244
2.0,4.0,0.9932166235155832
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8549397911854024
2.0,2.0,0.9146768681837818
2.0,3.0,0.958464939742174
2.0,4.0,0.9835007184544464
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7568837355629311
2.0,2.0,0.8643270117084941
2.0,3.0,0.9377405194802584
2.0,4.0,0.9932333010080026
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8353208556018074
2.0,2.0,0.9332999571130806
2.0,3.0,0.9973583927044101
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8244312286699197
2.0,2.0,0.9004573967086124
2.0,3.0,0.9679094274431596
2.0,4.0,0.9899090158907106
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.90911443454565
2.0,2.0,0.9687212647577262
2.0,3.0,0.9943244598637021
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8281536885855264
2.0,2.0,0.8905669801011727
2.0,3.0,0.9444780055992156
2.0,4.0,0.9825518149457888
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7987349509729836
2.0,2.0,0.8802634822826146
2.0,3.0,0.9589013101564352
2.0,4.0,0.9893778747323388
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8151095175754102
2.0,2.0,0.9157855731914174
2.0,3.0,0.9834767140335032
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8823169839024196
2.0,2.0,0.9391875460898782
2.0,3.0,0.9742851199531972
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8646198653066471
2.0,2.0,0.9393390461791192
2.0,3.0,0.9633598186173444
2.0,4.0,0.9847944401324709
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8599969798473662
2.0,2.0,0.9174830398003544
2.0,3.0,0.9740499843424438
2.0,4.0,0.9882085480920388
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.838299914970511
2.0,2.0,0.9148403991840242
2.0,3.0,0.9908167257764536
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8187746652613974
2.0,2.0,0.9037126560599666
2.0,3.0,0.9551103786810768
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8252005483221471
2.0,2.0,0.9045803851805384
2.0,3.0,0.9618926163040704
2.0,4.0,0.9911760212545944
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7895144040866315
2.0,2.0,0.8579511091533792
2.0,3.0,0.9170025180403609
2.0,4.0,0.9736767525511856
2.0,5.0,0.9967054404940338
2.0,6.0,1.0
2.0,1.0,0.8064865416366477
2.0,2.0,0.8804702181076852
2.0,3.0,0.938021367377485
2.0,4.0,0.9730506048818348
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7357325616429282
2.0,2.0,0.8283743233227647
2.0,3.0,0.8977086462436406
2.0,4.0,0.96103610653714
2.0,5.0,0.9867008259767476
2.0,6.0,1.0
2.0,1.0,0.8606442599990819
2.0,2.0,0.9331782318254312
2.0,3.0,0.9683197517169688
2.0,4.0,0.9884266186667432
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7895517307172805
2.0,2.0,0.8719947421121633
2.0,3.0,0.9499194514385824
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.9035225204124532
2.0,2.0,0.9531541628870208
2.0,3.0,0.9771049215801608
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7331058369694239
2.0,2.0,0.817348769555032
2.0,3.0,0.8974699829665419
2.0,4.0,0.9579992787892988
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7273898314735743
2.0,2.0,0.8092881053629192
2.0,3.0,0.873349580134143
2.0,4.0,0.9363518858163994
2.0,5.0,0.9826553402935028
2.0,6.0,1.0
2.0,1.0,0.8102849416408173
2.0,2.0,0.9116121907149524
2.0,3.0,0.9561619930989412
2.0,4.0,0.995011021051326
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.7921621773125856
2.0,2.0,0.8798417257823341
2.0,3.0,0.9531336568101616
2.0,4.0,0.9999659631144796
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8439205965347597
2.0,2.0,0.9288301103268948
2.0,3.0,0.9697498551052358
2.0,4.0,0.9934108706592504
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8980077312875279
2.0,2.0,0.9372770360287982
2.0,3.0,0.9607720059064474
2.0,4.0,0.9819805188856014
2.0,5.0,0.9980325020831584
2.0,6.0,1.0
2.0,1.0,0.9129660438438256
2.0,2.0,0.9539536251035518
2.0,3.0,0.9794364467243898
2.0,4.0,1.0
2.0,5.0,1.0
2.0,6.0,1.0
2.0,1.0,0.8336467854171216
2.0,2.0,0.8857321429906644
2.0,3.0,0.9279863779871528
2.0,4.0,0.9663570034257494
2.0,5.0,0.989566042756025
2.0,6.0,1.0
2.0,1.0,0.7722186736351416
2.0,2.0,0.8364645650323346
2.0,3.0,0.9006915173322336
2.0,4.0,0.940216446798601
2.0,5.0,0.9738146375173354
2.0,6.0,1.0
2.0,1.0,0.8872860814161233
2.0,2.0,0.938857529272256
2.0,3.0,0.9765066508838663
2.0,4.0,0.9939936636195236
2.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.7164492566203018
3.0,2.0,0.9607876143544322
3.0,3.0,0.9871208554586706
3.0,4.0,1.0
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.9048344723512344
3.0,2.0,0.9550091386480196
3.0,3.0,0.9756063022341
3.0,4.0,0.9884881929352032
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.8789346092100034
3.0,2.0,0.9191360444724088
3.0,3.0,0.9479829262555828
3.0,4.0,0.9700916562052724
3.0,5.0,0.9885137535837664
3.0,6.0,1.0
3.0,1.0,0.7339711679483752
3.0,2.0,0.9166031914092178
3.0,3.0,1.0
3.0,4.0,1.0
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.8458430510823977
3.0,2.0,0.902814983856836
3.0,3.0,0.9355384986487412
3.0,4.0,0.9670591686663694
3.0,5.0,0.9840599138516616
3.0,6.0,1.0
3.0,1.0,0.8881418731779092
3.0,2.0,0.9271327759698342
3.0,3.0,0.9610575847608208
3.0,4.0,0.9846111853536784
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.8982140858555595
3.0,2.0,0.931063453295812
3.0,3.0,0.961615224437446
3.0,4.0,0.9858187465875844
3.0,5.0,0.9930034162608816
3.0,6.0,1.0
3.0,1.0,0.8230877288862344
3.0,2.0,0.8677738287998892
3.0,3.0,0.95667739970493
3.0,4.0,0.95667739970493
3.0,5.0,0.9848578468026676
3.0,6.0,1.0
3.0,1.0,0.8793182805971824
3.0,2.0,0.9509583791144202
3.0,3.0,0.9786775962695742
3.0,4.0,0.9984799637489428
3.0,5.0,0.9994785326245726
3.0,6.0,1.0
3.0,1.0,0.7961392943970866
3.0,2.0,0.8665686980853258
3.0,3.0,0.9364757906544742
3.0,4.0,0.9937311216693416
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.8665765128796676
3.0,2.0,0.9358838661743624
3.0,3.0,1.0
3.0,4.0,1.0
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.9285233995036032
3.0,2.0,0.95973461076518
3.0,3.0,0.9849372616927212
3.0,4.0,1.0
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.8850239891061363
3.0,2.0,0.9312742315883348
3.0,3.0,0.9717487583746844
3.0,4.0,0.9856547490651116
3.0,5.0,0.9967395717671316
3.0,6.0,1.0
3.0,1.0,0.8273727882955909
3.0,2.0,0.8990310172245706
3.0,3.0,0.9516077559479926
3.0,4.0,0.9920983037460934
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.8726595828461723
3.0,2.0,0.909464328319716
3.0,3.0,0.9368661756059518
3.0,4.0,0.963728517359422
3.0,5.0,0.9854935020147564
3.0,6.0,1.0
3.0,1.0,0.9334009211516764
3.0,2.0,0.9334009211516764
3.0,3.0,0.9603338608333112
3.0,4.0,0.9811842154926032
3.0,5.0,0.9907437671353818
3.0,6.0,1.0
3.0,1.0,0.8369285353462419
3.0,2.0,0.8926424075784194
3.0,3.0,0.9388559775954308
3.0,4.0,0.9709239733628956
3.0,5.0,0.9887265588976883
3.0,6.0,1.0
3.0,1.0,0.8441466110137388
3.0,2.0,0.9224007470111109
3.0,3.0,1.0
3.0,4.0,1.0
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.8390744730668961
3.0,2.0,0.9228595887123132
3.0,3.0,1.0
3.0,4.0,1.0
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.8937258158630024
3.0,2.0,0.9230123716184714
3.0,3.0,0.939914690723686
3.0,4.0,0.939914690723686
3.0,5.0,0.939914690723686
3.0,6.0,1.0
3.0,1.0,0.8362763117547951
3.0,2.0,0.8816505190142864
3.0,3.0,0.919519671463473
3.0,4.0,0.9531872738847396
3.0,5.0,0.9797506030195288
3.0,6.0,1.0
3.0,1.0,0.9240389780838968
3.0,2.0,0.9564223705250892
3.0,3.0,0.9791129312913132
3.0,4.0,1.0
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.8297219833942618
3.0,2.0,0.9231305698092628
3.0,3.0,0.9915706182545508
3.0,4.0,1.0
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.7642669151034465
3.0,2.0,0.8605500060356743
3.0,3.0,0.9436346838180756
3.0,4.0,1.0
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.9157228483654832
3.0,2.0,0.981700300260672
3.0,3.0,1.0
3.0,4.0,1.0
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.9152957404528314
3.0,2.0,0.9738514163693028
3.0,3.0,0.982580398154242
3.0,4.0,0.9911559489280684
3.0,5.0,0.9994383610304762
3.0,6.0,1.0
3.0,1.0,0.8887307224948028
3.0,2.0,0.941431545603876
3.0,3.0,0.986963748724061
3.0,4.0,0.9940753977725388
3.0,5.0,0.9993546906156232
3.0,6.0,1.0
3.0,1.0,0.6812269515173812
3.0,2.0,0.9223694545955136
3.0,3.0,0.9638800551903776
3.0,4.0,1.0
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.8093520421854311
3.0,2.0,0.8707495434513925
3.0,3.0,0.9154812713978924
3.0,4.0,0.9562904646791596
3.0,5.0,0.9845341553394796
3.0,6.0,1.0
3.0,1.0,0.8957656141511888
3.0,2.0,0.9343885339740831
3.0,3.0,0.9656303503360512
3.0,4.0,0.9850462075275872
3.0,5.0,0.9947108450036038
3.0,6.0,1.0
3.0,1.0,0.8223496812899337
3.0,2.0,0.8756887631130672
3.0,3.0,0.9250169509241402
3.0,4.0,0.9708623682964116
3.0,5.0,0.9878202542776426
3.0,6.0,1.0
3.0,1.0,0.7448889506598317
3.0,2.0,0.9417846314047734
3.0,3.0,1.0
3.0,4.0,1.0
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.9872744253603936
3.0,2.0,0.9943093670758596
3.0,3.0,1.0
3.0,4.0,1.0
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.8256513867941399
3.0,2.0,0.8700011259115672
3.0,3.0,0.9122766511227492
3.0,4.0,0.9528826305589028
3.0,5.0,0.9826970087561362
3.0,6.0,1.0
3.0,1.0,0.8236637953901509
3.0,2.0,0.8236637953901509
3.0,3.0,1.0
3.0,4.0,1.0
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.911374174786006
3.0,2.0,0.944863081059082
3.0,3.0,0.9701297591975564
3.0,4.0,0.9912170658741338
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.8295126331207762
3.0,2.0,0.8906798786890995
3.0,3.0,0.929595972835657
3.0,4.0,0.9625285167928721
3.0,5.0,0.9830521754709064
3.0,6.0,1.0
3.0,1.0,0.881852070174215
3.0,2.0,0.9300100935174166
3.0,3.0,0.9576003440760048
3.0,4.0,0.984386689418584
3.0,5.0,0.9940810141412934
3.0,6.0,1.0
3.0,1.0,0.934161992498876
3.0,2.0,0.9826769473633756
3.0,3.0,1.0
3.0,4.0,1.0
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.826619121868783
3.0,2.0,0.9067690665932344
3.0,3.0,0.9620887538256088
3.0,4.0,1.0
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.9582904957764972
3.0,2.0,0.9790727071871768
3.0,3.0,0.9898142558005182
3.0,4.0,0.9981141637239028
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.8882342070362022
3.0,2.0,0.8882342070362022
3.0,3.0,1.0
3.0,4.0,1.0
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.8963160410283059
3.0,2.0,0.9411089673912064
3.0,3.0,0.9641859977572736
3.0,4.0,0.980989664440698
3.0,5.0,0.992519158974823
3.0,6.0,1.0
3.0,1.0,0.9185571250803548
3.0,2.0,0.9579184046036976
3.0,3.0,0.9898969828917724
3.0,4.0,1.0
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.7181434026873559
3.0,2.0,0.9000439012321603
3.0,3.0,0.9688351748238444
3.0,4.0,1.0
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.6746895581974747
3.0,2.0,0.9391150631222104
3.0,3.0,0.9703771980489166
3.0,4.0,0.9988744201306105
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.8030235099179556
3.0,2.0,0.8636431476196665
3.0,3.0,0.910709612857234
3.0,4.0,0.943733671858376
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.8092007631701589
3.0,2.0,0.8728691702989677
3.0,3.0,0.9177911003256498
3.0,4.0,0.9557359452843744
3.0,5.0,0.9783886988012704
3.0,6.0,1.0
3.0,1.0,0.9333642456326616
3.0,2.0,0.9723565746959412
3.0,3.0,0.9983294614584416
3.0,4.0,1.0
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.837500725439207
3.0,2.0,0.8830725717616709
3.0,3.0,0.9282399515651372
3.0,4.0,0.9545095366381932
3.0,5.0,0.9776934197346768
3.0,6.0,1.0
3.0,1.0,0.9054071698567036
3.0,2.0,0.9418792081137064
3.0,3.0,0.9676255261572332
3.0,4.0,0.984685180304187
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.8126649098991263
3.0,2.0,0.8860060565671402
3.0,3.0,0.9296153605980888
3.0,4.0,0.9680409240316488
3.0,5.0,0.9888394467090404
3.0,6.0,1.0
3.0,1.0,0.9131900154464868
3.0,2.0,0.936396293435098
3.0,3.0,0.9574446638068173
3.0,4.0,0.9749110559666304
3.0,5.0,0.9883733662823432
3.0,6.0,1.0
3.0,1.0,0.6730591478216549
3.0,2.0,0.9705699390522916
3.0,3.0,0.9972413373941807
3.0,4.0,1.0
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.8795415449724134
3.0,2.0,0.941463612804073
3.0,3.0,0.9597854983253707
3.0,4.0,0.975593453308322
3.0,5.0,0.9898240329441034
3.0,6.0,1.0
3.0,1.0,0.7871396211793158
3.0,2.0,0.9597598261851006
3.0,3.0,1.0
3.0,4.0,1.0
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.7083638694836111
3.0,2.0,0.9112944530357372
3.0,3.0,0.9764730768212484
3.0,4.0,1.0
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.7602204136072542
3.0,2.0,0.9226968113804106
3.0,3.0,0.9743373380400124
3.0,4.0,0.9944477216693556
3.0,5.0,0.9997583529697412
3.0,6.0,1.0
3.0,1.0,0.9326965824776702
3.0,2.0,0.99438245216542
3.0,3.0,1.0
3.0,4.0,1.0
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.9070983886163068
3.0,2.0,0.9603006936340316
3.0,3.0,0.9947492069742768
3.0,4.0,0.9987766786374064
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.8512437747087951
3.0,2.0,0.9159230916409412
3.0,3.0,0.9456273392494045
3.0,4.0,0.9706036649063348
3.0,5.0,0.9914996092746792
3.0,6.0,1.0
3.0,1.0,0.8337033330270814
3.0,2.0,0.8898923048512093
3.0,3.0,0.9269594657191996
3.0,4.0,0.962422377662224
3.0,5.0,1.0
3.0,6.0,1.0
3.0,1.0,0.8614903806179108
3.0,2.0,0.9115504252840688
3.0,3.0,0.9459186495307288
3.0,4.0,0.9784612151384692
3.0,5.0,0.991996801428353
3.0,6.0,1.0
3.0,1.0,0.8708782764968918
3.0,2.0,0.9280062665415216
3.0,3.0,0.9631752649261636
3.0,4.0,0.9886709653918788
3.0,5.0,0.9973050934635906
3.0,6.0,1.0
3.0,1.0,0.7324152567686929
3.0,2.0,0.9101182656682208
